Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
5786,Final Fantasy IV,PS,1997,Simulation,SquareSoft,0,0,0.29,0.02,0.31
5859,Cart World Series,PS,1997,Racing,Sony Computer Entertainment,0.17,0.11,0,0.02,0.3
5894,Macross Digital Mission VF-X,PS,1997,Simulation,Namco Bandai Games,0,0,0.28,0.02,0.3
5941,Future Cop L.A.P.D.,PS,1997,Simulation,Electronic Arts,0.16,0.11,0,0.02,0.3
6000,SD Gundam G Century,PS,1997,Strategy,Namco Bandai Games,0,0,0.27,0.02,0.29
6112,VMX Racing,PS,1997,Racing,Playmates,0.16,0.11,0,0.02,0.28
6256,Armored Core: Project Phantasma,PS,1997,Simulation,From Software,0.06,0.04,0.15,0.02,0.28
6277,Dynasty Warriors,PS,1997,Action,Tecmo Koei,0.09,0.06,0.11,0.02,0.27
6290,Dragon Ball GT: Final Bout,PS,1997,Fighting,Namco Bandai Games,0.02,0.02,0.22,0.02,0.27
6441,Gallop Racer 2: One and Only Road to Victory,PS,1997,Sports,Tecmo Koei,0,0,0.25,0.02,0.27
6469,Tomba!,PS,1997,Platform,Sony Computer Entertainment,0.15,0.1,0,0.02,0.26
6675,Marie no Atelier: Salburg no Renkinjutsushi,PS,1997,Role-Playing,Gust,0,0,0.23,0.02,0.25
6757,Choro Q2,PS,1997,Racing,Takara,0,0,0.23,0.02,0.25
6789,Spawn the Eternal,PS,1997,Action,Sony Computer Entertainment,0.14,0.09,0,0.02,0.24
6817,K-1 Revenge,PS,1997,Fighting,Xing Entertainment,0.04,0.03,0.16,0.02,0.24
6818,G-Police,PS,1997,Action,Psygnosis,0.13,0.09,0,0.02,0.24
7077,Critical Depth,PS,1997,Action,GT Interactive,0.13,0.09,0,0.01,0.23
7093,Alundra,PS,1997,Role-Playing,Psygnosis,0.13,0.09,0,0.01,0.23
7106,Pocket Fighter,PS,1997,Fighting,Virgin Interactive,0.06,0.04,0.12,0.01,0.23
7129,Jersey Devil,PS,1997,Platform,Ocean,0.13,0.09,0,0.01,0.23
7426,Angel Blade: Neo Tokyo Guardians,PS,1997,Role-Playing,On Demand,0.12,0.08,0,0.01,0.21
7599,MDK,PS,1997,Shooter,Interplay,0.11,0.08,0,0.01,0.2
7769,J-League Jikkyou Winning Eleven 3,PS,1997,Sports,Konami Digital Entertainment,0,0,0.18,0.01,0.19
7909,Princess Maker: Yumemiru Yosei,PS,1997,Strategy,Sony Computer Entertainment,0,0,0.18,0.01,0.19
7995,Treasures of the Deep,PS,1997,Action,Namco Bandai Games,0.1,0.07,0,0.01,0.19
8053,Klonoa: Door to Phantomile,PS,1997,Platform,Sony Computer Entertainment,0,0,0.17,0.01,0.18
8095,Moon,PS,1997,Adventure,ASCII Entertainment,0,0,0.17,0.01,0.18
8299,Resident Evil Director's Cut: Dual Shock Edition,PS,1997,Action,Capcom,0,0,0.16,0.01,0.17
8582,Power Stakes,PS,1997,Sports,Aques,0,0,0.15,0.01,0.16
8720,Courier Crisis,PS,1997,Racing,BMG Interactive Entertainment,0.09,0.06,0,0.01,0.15
8819,Kowloon's Gate,PS,1997,Adventure,Sony Computer Entertainment,0,0,0.14,0.01,0.15
8942,Mobile Suit Gundam: Perfect One Year War,PS,1997,Strategy,Namco Bandai Games,0,0,0.14,0.01,0.15
8968,Turbo Prop Racing,PS,1997,Racing,Sony Computer Entertainment,0.08,0.06,0,0.01,0.15
9012,Fox Sports Golf '99,PS,1997,Sports,Gremlin Interactive Ltd,0.08,0.05,0,0.01,0.14
9033,Thunder Truck Rally,PS,1997,Racing,Psygnosis,0.08,0.05,0,0.01,0.14
9060,Front Mission Alternative,PS,1997,Strategy,SquareSoft,0,0,0.13,0.01,0.14
9099,Xevious 3D/G+,PS,1997,Shooter,Sony Computer Entertainment,0.01,0.01,0.11,0.01,0.14
9132,Bravo Air Race,PS,1997,Racing,THQ,0.08,0.05,0,0.01,0.14
9135,Gundam: The Battle Master,PS,1997,Fighting,Namco Bandai Games,0,0,0.13,0.01,0.14
9150,The Granstream Saga,PS,1997,Role-Playing,Sony Computer Entertainment,0.08,0.05,0,0.01,0.14
9168,NCAA Basketball Final Four 97,PS,1997,Sports,Mindscape,0.08,0.05,0,0.01,0.14
9171,The Bombing Islands,PS,1997,Platform,Kemco,0.08,0.05,0,0.01,0.14
9296,Interactive Sampler Disc 6,PS,1997,Misc,Sony Computer Entertainment,0.08,0.05,0,0.01,0.14
9378,Azure Dreams,PS,1997,Role-Playing,Konami Digital Entertainment,0.07,0.05,0,0.01,0.13
9422,Nagano Winter Olympics '98,PS,1997,Sports,Konami Digital Entertainment,0.07,0.05,0,0.01,0.13
9658,Actua Tennis,PS,1997,Sports,Gremlin Interactive Ltd,0.07,0.05,0,0.01,0.13
9684,Clock Tower: The First Fear,PS,1997,Adventure,Human Entertainment,0,0,0.12,0.01,0.12
9718,Magic: The Gathering - Battlemage,PS,1997,Strategy,Acclaim Entertainment,0.07,0.05,0,0.01,0.12
9740,O.D.T.: Escape... Or Die Trying,PS,1997,Adventure,Psygnosis,0.07,0.05,0,0.01,0.12
10084,Mass Destruction,PS,1997,Shooter,BMG Interactive Entertainment,0.06,0.04,0,0.01,0.11
10178,Maximum Force,PS,1997,Shooter,GT Interactive,0.06,0.04,0,0.01,0.11
10259,Felony 11-79,PS,1997,Racing,ASCII Entertainment,0.06,0.04,0,0.01,0.11
10316,Hexen: Beyond Heretic,PS,1997,Shooter,GT Interactive,0.06,0.04,0,0.01,0.11
10661,Ghost in the Shell,PS,1997,Simulation,Sony Computer Entertainment,0.06,0.04,0,0.01,0.1
10677,Micro Machines V3,PS,1997,Racing,Codemasters,0.06,0.04,0,0.01,0.1
10751,Descent Maximum,PS,1997,Shooter,Interplay Productions,0.05,0.04,0,0.01,0.1
10771,Shadow Master,PS,1997,Adventure,Psygnosis,0.05,0.04,0,0.01,0.1
10797,Street Fighter Collection,PS,1997,Fighting,Capcom,0,0,0.09,0.01,0.1
10863,Rosco McQueen: Firefighter Extreme,PS,1997,Action,Sony Computer Entertainment,0.05,0.04,0,0.01,0.09
10984,Running Wild,PS,1997,Racing,989 Studios,0.05,0.03,0,0.01,0.09
11060,Porsche Challenge,PS,1997,Racing,Sony Computer Entertainment,0.05,0.03,0,0.01,0.09
11229,Codename Tenka,PS,1997,Shooter,Psygnosis,0.05,0.03,0,0.01,0.09
11248,Wing Commander IV: The Price of Freedom,PS,1997,Simulation,Origin Systems,0.05,0.03,0,0.01,0.09
11471,The King of Fighters '96,PS,1997,Fighting,SNK,0,0,0.07,0.01,0.08
11546,Ogre Battle Series: Tactics Ogre,PS,1997,Role-Playing,Atlus,0.04,0.03,0,0.01,0.08
11755,Buster Bros. Collection,PS,1997,Puzzle,Capcom,0.04,0.03,0,0,0.07
11844,G Darius,PS,1997,Shooter,THQ,0.04,0.03,0,0,0.07
12031,RayStorm,PS,1997,Shooter,Sony Computer Entertainment,0.04,0.03,0,0,0.07
12053,Fantastic Four,PS,1997,Action,Acclaim Entertainment,0.04,0.03,0,0,0.07
12116,TigerShark,PS,1997,Simulation,GT Interactive,0.04,0.03,0,0,0.07
12118,Norse by Norsewest: The Return of the Lost Vikings,PS,1997,Action,Interplay,0.04,0.03,0,0,0.07
12176,Mega Man: Battle & Chase,PS,1997,Racing,Capcom,0,0,0.06,0,0.07
12212,Pandemonium 2,PS,1997,Platform,BMG Interactive Entertainment,0.04,0.02,0,0,0.07
12303,Ray Tracers,PS,1997,Racing,Sony Computer Entertainment,0.04,0.02,0,0,0.06
12656,Broken Helix,PS,1997,Action,Konami Digital Entertainment,0.03,0.02,0,0,0.06
12742,Broken Sword II: The Smoking Mirror,PS,1997,Adventure,Sony Computer Entertainment,0.03,0.02,0,0,0.06
12798,Elemental Gearbolt,PS,1997,Shooter,Sony Computer Entertainment,0.03,0.02,0,0,0.06
12845,NHL Powerplay 98,PS,1997,Sports,Virgin Interactive,0.03,0.02,0,0,0.05
12939,Judge Dredd,PS,1997,Platform,Gremlin Interactive Ltd,0.03,0.02,0,0,0.05
13445,Wayne Gretzky's 3D Hockey '98,PS,1997,Sports,GT Interactive,0.03,0.02,0,0,0.05
13514,Grand Slam,PS,1997,Misc,Virgin Interactive,0.02,0.02,0,0,0.04
13826,Syndicate Wars,PS,1997,Strategy,Electronic Arts,0.02,0.01,0,0,0.04
13829,Herc's Adventures,PS,1997,Action,Virgin Interactive,0.02,0.01,0,0,0.04
13902,Crypt Killer,PS,1997,Shooter,Konami Digital Entertainment,0.02,0.01,0,0,0.04
13914,Darklight Conflict,PS,1997,Simulation,Electronic Arts,0.02,0.01,0,0,0.04
14455,Peak Performance,PS,1997,Racing,JVC,0.02,0.01,0,0,0.03
14540,Master of Monsters: Disciples of Gaia,PS,1997,Strategy,Agetec,0.02,0.01,0,0,0.03
14718,Rush Hour,PS,1997,Misc,Psygnosis,0.02,0.01,0,0,0.03
14789,Poy Poy,PS,1997,Action,Konami Digital Entertainment,0.01,0.01,0,0,0.03
14807,Nanotek Warrior,PS,1997,Shooter,Virgin Interactive,0.01,0.01,0,0,0.03
14998,Bugriders: The Race of Kings,PS,1997,Racing,GT Interactive,0.01,0.01,0,0,0.02
15030,Kensei: Sacred Fist,PS,1997,Fighting,Konami Digital Entertainment,0.01,0.01,0,0,0.02
15077,Bottom of the 9th '97,PS,1997,Sports,Konami Digital Entertainment,0.01,0.01,0,0,0.02
15210,Ballblazer Champions,PS,1997,Sports,CTO SpA,0.01,0.01,0,0,0.02
15518,Puzzle Star Sweep,PS,1997,Puzzle,Midas Interactive Entertainment,0.01,0.01,0,0,0.02
15543,The Crow: City of Angels,PS,1997,Action,Acclaim Entertainment,0.01,0.01,0,0,0.02
117,Crash Bandicoot,PS,1996,Platform,Sony Computer Entertainment,3.23,2.35,0.94,0.3,6.82
153,Tekken 2,PS,1996,Fighting,Sony Computer Entertainment,2.26,1.89,1.36,0.23,5.74
202,Resident Evil,PS,1996,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05
230,Tomb Raider,PS,1996,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63
294,Namco Museum Vol.3,PS,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05
326,Resident Evil Director's Cut,PS,1996,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77
533,Mortal Kombat Trilogy,PS,1996,Fighting,GT Interactive,1.98,0.7,0,0.11,2.79
632,Twisted Metal 2,PS,1996,Racing,Sony Computer Entertainment,2.12,0.25,0,0.07,2.44
647,Tetris Plus,PS,1996,Puzzle,JVC,2.1,0.24,0,0.07,2.4
902,PaRappa The Rapper,PS,1996,Misc,Sony Computer Entertainment,0.26,0.16,1.46,0.03,1.92
948,Jet Moto,PS,1996,Racing,Sony Computer Entertainment,1.33,0.4,0.03,0.07,1.83
1163,Soul Edge,PS,1996,Fighting,Sony Computer Entertainment,0.61,0.41,0.46,0.1,1.59
1218,Die Hard Trilogy,PS,1996,Shooter,Fox Interactive,0.85,0.58,0,0.1,1.54
1234,NASCAR 98,PS,1996,Racing,Electronic Arts,1.43,0.05,0,0.04,1.52
1384,2Xtreme,PS,1996,Sports,Sony Computer Entertainment,1.15,0.2,0,0.05,1.4
1497,Madden NFL 97,PS,1996,Sports,Electronic Arts,0.73,0.5,0,0.09,1.32
1501,TNN Motor Sports Hardcore 4x4,PS,1996,Racing,ASC Games,0.73,0.5,0,0.09,1.31
1591,Reel Fishing,PS,1996,Sports,Natsume,0.99,0.13,0.1,0.04,1.25
1647,SimCity 2000,PS,1996,Simulation,Maxis,0.68,0.46,0,0.08,1.22
1720,Soviet Strike,PS,1996,Simulation,Electronic Arts,0.65,0.44,0,0.08,1.17
1734,Rage Racer,PS,1996,Racing,Sony Computer Entertainment,0.16,0.11,0.83,0.08,1.17
1737,Destruction Derby 2,PS,1996,Racing,Psygnosis,0.65,0.44,0,0.08,1.17
1974,Arc the Lad II,PS,1996,Role-Playing,Sony Computer Entertainment,0,0,0.92,0.13,1.05
1998,Mega Man X4,PS,1996,Action,Virgin Interactive,0.45,0.3,0.22,0.07,1.04
2073,NBA Live 97,PS,1996,Sports,Electronic Arts,0.55,0.38,0,0.07,1
2183,Wild ARMs,PS,1996,Role-Playing,Sony Computer Entertainment,0.26,0.17,0.46,0.06,0.95
2202,Midway Presents Arcade's Greatest Hits: The Atari Collection 1,PS,1996,Misc,GT Interactive,0.52,0.36,0,0.06,0.94
2258,Space Jam,PS,1996,Sports,Acclaim Entertainment,0.51,0.35,0,0.06,0.92
2271,Tobal No.1,PS,1996,Fighting,Sony Computer Entertainment,0.12,0.08,0.66,0.06,0.92
2356,Mega Man 8 Anniversary Collector's Edition,PS,1996,Platform,Capcom,0.44,0.3,0.09,0.06,0.88
2368,Star Wars: Rebel Assault II - The Hidden Empire,PS,1996,Shooter,CTO SpA,0.49,0.33,0,0.06,0.88
2391,NFL GameDay '97,PS,1996,Sports,Sony Computer Entertainment,0.48,0.33,0,0.06,0.87
2437,Street Fighter Alpha 2,PS,1996,Fighting,Virgin Interactive,0.14,0.09,0.57,0.06,0.85
2504,Casper,PS,1996,Adventure,Interplay,0.46,0.31,0,0.05,0.83
2663,Andretti Racing,PS,1996,Racing,Electronic Arts,0.43,0.29,0,0.05,0.77
2689,Formula 1,PS,1996,Racing,Psygnosis,0.18,0.12,0.42,0.05,0.76
2834,Area 51,PS,1996,Shooter,GT Interactive,0.4,0.27,0,0.05,0.72
3017,Contra: Legacy of War,PS,1996,Shooter,Konami Digital Entertainment,0.37,0.25,0,0.04,0.67
3242,WWF in Your House,PS,1996,Fighting,Acclaim Entertainment,0.35,0.24,0,0.04,0.62
3642,Shin Super Robot Taisen,PS,1996,Role-Playing,Banpresto,0,0,0.52,0.04,0.55
3667,Star Wars: Dark Forces,PS,1996,Shooter,LucasArts,0.31,0.21,0,0.04,0.55
3686,Top Gun: Fire at Will!,PS,1996,Misc,Microprose,0.3,0.21,0,0.04,0.55
3761,Clock Tower,PS,1996,Adventure,ASCII Entertainment,0.07,0.05,0.38,0.03,0.53
3779,Jampack Vol. 2,PS,1996,Misc,Sony Computer Entertainment,0.3,0.2,0,0.03,0.53
3887,International Track & Field,PS,1996,Sports,Konami Digital Entertainment,0.08,0.05,0.35,0.03,0.51
3917,Dai-4-Ji Super Robot Taisen S,PS,1996,Strategy,Banpresto,0,0,0.48,0.03,0.51
4009,PoPoLoCrois Monogatari,PS,1996,Role-Playing,Sony Computer Entertainment,0,0,0.46,0.03,0.5
4150,Alien Trilogy,PS,1996,Shooter,Acclaim Entertainment,0.24,0.16,0.04,0.03,0.47
4216,NHL 97,PS,1996,Sports,Electronic Arts,0.26,0.18,0,0.03,0.47
4264,NHL FaceOff '97,PS,1996,Sports,Sony Computer Entertainment,0.26,0.17,0,0.03,0.46
4401,Vandal Hearts,PS,1996,Role-Playing,Konami Digital Entertainment,0.14,0.09,0.19,0.03,0.45
4433,World Stadium EX,PS,1996,Sports,Namco Bandai Games,0,0,0.41,0.03,0.44
4451,Blood Omen: Legacy of Kain,PS,1996,Role-Playing,Crystal Dynamics,0.25,0.17,0,0.03,0.44
4542,Cool Boarders,PS,1996,Sports,Sony Computer Entertainment,0.1,0.07,0.24,0.03,0.43
4718,NASCAR Racing,PS,1996,Racing,Pioneer LDC,0.23,0.16,0,0.03,0.41
4755,Pro Pinball,PS,1996,Misc,Empire Interactive,0.23,0.15,0,0.03,0.41
4866,Command & Conquer,PS,1996,Strategy,Virgin Interactive,0.22,0.15,0,0.03,0.4
4981,Triple Play 97,PS,1996,Sports,Electronic Arts Victor,0.21,0.15,0,0.03,0.38
5032,Mobile Suit Gundam version 2.0,PS,1996,Action,Namco Bandai Games,0,0,0.36,0.02,0.38
5434,Fade to Black,PS,1996,Action,Electronic Arts,0.19,0.13,0,0.02,0.34
5447,Tokyo Highway Battle,PS,1996,Racing,Jaleco,0.06,0.04,0.21,0.02,0.33
5553,NBA Live 96,PS,1996,Sports,Electronic Arts,0.16,0.11,0.04,0.02,0.33
5613,OverBlood,PS,1996,Action,Electronic Arts,0.05,0.04,0.21,0.02,0.32
5733,Alone in the Dark: One-Eyed Jack's Revenge,PS,1996,Adventure,Infogrames,0.17,0.12,0,0.02,0.31
5911,Star Gladiator Episode: I Final Crusade,PS,1996,Fighting,Virgin Interactive,0.07,0.05,0.15,0.02,0.3
6048,DX Game of Life,PS,1996,Misc,Takara,0,0,0.27,0.02,0.29
6053,MLB Pennant Race,PS,1996,Sports,Sony Computer Entertainment,0.16,0.11,0,0.02,0.29
6078,Namco Museum Vol.2,PS,1996,Misc,Sony Computer Entertainment,0.03,0.02,0.21,0.02,0.29
6098,PGA Tour 97,PS,1996,Sports,Electronic Arts,0.16,0.11,0,0.02,0.29
6272,Shin Nippon Pro Wrestling: Toukon Retsuden 2,PS,1996,Fighting,Tomy Corporation,0,0,0.26,0.02,0.27
6302,Gunship,PS,1996,Simulation,Microprose,0.15,0.1,0,0.02,0.27
6412,Battle Arena Toshinden 3,PS,1996,Fighting,Sony Computer Entertainment,0.06,0.04,0.14,0.02,0.27
6460,King's Field II,PS,1996,Role-Playing,From Software,0.08,0.06,0.11,0.02,0.26
6464,NCAA Gamebreaker,PS,1996,Sports,Sony Computer Entertainment,0.15,0.1,0,0.02,0.26
6657,WipEout XL,PS,1996,Racing,Psygnosis,0.14,0.1,0,0.02,0.25
6700,Penny Racers,PS,1996,Racing,Sony Computer Entertainment,0,0,0.23,0.02,0.25
6752,Project Overkill,PS,1996,Shooter,Konami Digital Entertainment,0.14,0.09,0,0.02,0.25
6753,Jumping Flash! 2,PS,1996,Platform,Sony Computer Entertainment,0.05,0.03,0.15,0.02,0.25
6788,Gallop Racer (JP),PS,1996,Sports,Tecmo Koei,0.04,0.03,0.16,0.02,0.24
7048,Perfect Weapon,PS,1996,Action,American Softworks,0.13,0.09,0,0.02,0.23
7190,NFL Quarterback Club 97,PS,1996,Sports,Acclaim Entertainment,0.12,0.08,0,0.01,0.22
7237,NBA Jam Extreme,PS,1996,Sports,Acclaim Entertainment,0.12,0.08,0,0.01,0.22
7322,Pandemonium!,PS,1996,Platform,BMG Interactive Entertainment,0.12,0.08,0,0.01,0.21
7385,NOëL: NOT DiGITAL,PS,1996,Adventure,Pioneer LDC,0,0,0.2,0.01,0.21
7421,Bastard!! Utsuro Naru Kamigami no Utsuwa,PS,1996,Role-Playing,Seta Corporation,0,0,0.2,0.01,0.21
7591,Ogre Battle Saga Episode Five: The March of the Black Queen,PS,1996,Role-Playing,ArtDink,0.06,0.04,0.09,0.01,0.2
7657,Namco Museum Vol.4,PS,1996,Misc,Sony Computer Entertainment,0.02,0.01,0.16,0.01,0.2
7747,Dragon Ball Z: Idainaru Dragon Ball Densetsu,PS,1996,Fighting,Namco Bandai Games,0,0,0.18,0.01,0.19
7799,Descent,PS,1996,Shooter,Interplay,0.11,0.07,0,0.01,0.19
7829,Allied General,PS,1996,Strategy,SSI,0.11,0.07,0,0.01,0.19
7879,Warhammer: Shadow of the Horned Rat,PS,1996,Strategy,Mindscape,0.11,0.07,0,0.01,0.19
7959,Bubsy 3D,PS,1996,Platform,Accolade,0.1,0.07,0,0.01,0.19
8091,Jampack Vol. 1,PS,1996,Misc,Sony Computer Entertainment,0.1,0.07,0,0.01,0.18
8253,Time Commando,PS,1996,Action,Adeline Software,0.1,0.07,0,0.01,0.17
8303,The King of Fighters '95,PS,1996,Fighting,Sony Computer Entertainment,0,0,0.16,0.01,0.17
8377,Reloaded,PS,1996,Action,Gremlin Interactive Ltd,0.09,0.06,0,0.01,0.17
8390,VR Golf '97,PS,1996,Sports,Gremlin Interactive Ltd,0.09,0.06,0,0.01,0.17
8409,Tokimeki Memorial: Private Collection,PS,1996,Misc,Konami Digital Entertainment,0,0,0.16,0.01,0.17
8662,FIFA Soccer 97,PS,1996,Sports,Electronic Arts,0.09,0.06,0,0.01,0.16
8664,Psychic Force,PS,1996,Fighting,Acclaim Entertainment,0.01,0.01,0.13,0.01,0.16
8686,Street Racer,PS,1996,Racing,Ubisoft,0.09,0.06,0,0.01,0.16
8699,The Incredible Hulk: The Pantheon Saga,PS,1996,Action,Eidos Interactive,0.09,0.06,0,0.01,0.16
8714,Wing Commander III: Heart of the Tiger,PS,1996,Action,Electronic Arts,0.09,0.06,0,0.01,0.16
8719,Namco Museum Vol.5,PS,1996,Misc,Sony Computer Entertainment,0.02,0.01,0.12,0.01,0.15
8957,Blazing Dragons,PS,1996,Adventure,Crystal Dynamics,0.08,0.06,0,0.01,0.15
9040,Iron & Blood,PS,1996,Fighting,Acclaim Entertainment,0.08,0.05,0,0.01,0.14
9187,Frank Thomas Big Hurt Baseball,PS,1996,Sports,Acclaim Entertainment,0.08,0.05,0,0.01,0.14
9192,Bottom of the 9th,PS,1996,Sports,Konami Digital Entertainment,0.08,0.05,0,0.01,0.14
9217,Super Puzzle Fighter II Turbo,PS,1996,Puzzle,Virgin Interactive,0.08,0.05,0,0.01,0.14
9311,NHL Breakaway 98,PS,1996,Sports,Acclaim Entertainment,0.08,0.05,0,0.01,0.14
9608,Black Dawn,PS,1996,Simulation,Virgin Interactive,0.07,0.05,0,0.01,0.13
9675,Criticom,PS,1996,Fighting,Vic Tokai,0.07,0.05,0,0.01,0.12
9845,Burning Road,PS,1996,Racing,FunSoft,0.07,0.05,0,0.01,0.12
9888,HardBall 5,PS,1996,Sports,SPS,0.07,0.04,0,0.01,0.12
9961,Tecmo Super Bowl,PS,1996,Sports,Tecmo Koei,0.06,0.04,0,0.01,0.12
9965,NHL Powerplay '96,PS,1996,Sports,Virgin Interactive,0.06,0.04,0,0.01,0.12
10340,Goal Storm '97,PS,1996,Sports,Konami Digital Entertainment,0.01,0,0.09,0.01,0.11
10585,Olympic Summer Games: Atlanta 1996,PS,1996,Sports,U.S. Gold,0.06,0.04,0,0.01,0.1
10738,Blast Chamber,PS,1996,Shooter,Activision,0.05,0.04,0,0.01,0.1
10757,Virtual Pro Wrestling,PS,1996,Fighting,Asmik Ace Entertainment,0,0,0.09,0.01,0.1
10775,Tokimeki Memorial: Taisen Pazurudama,PS,1996,Puzzle,Konami Digital Entertainment,0,0,0.09,0.01,0.1
10920,Bogey: Dead 6,PS,1996,Simulation,Sony Computer Entertainment,0.05,0.04,0,0.01,0.09
10961,Return Fire,PS,1996,Strategy,Time Warner Interactive,0.05,0.03,0,0.01,0.09
11056,Tunnel B1,PS,1996,Action,Ocean,0.05,0.03,0,0.01,0.09
11164,Sotsugyou Crossworld,PS,1996,Simulation,Hearty Robin,0,0,0.08,0.01,0.09
11380,Iron Man / X-O Manowar in Heavy Metal,PS,1996,Platform,Acclaim Entertainment,0.05,0.03,0,0.01,0.08
11385,Robotron X,PS,1996,Shooter,GT Interactive,0.05,0.03,0,0.01,0.08
11626,Skeleton Warriors,PS,1996,Platform,Virgin Interactive,0.04,0.03,0,0.01,0.08
11771,NHL Open Ice,PS,1996,Sports,Midway Games,0.04,0.03,0,0,0.07
11842,Spot Goes to Hollywood,PS,1996,Platform,Virgin Interactive,0.04,0.03,0,0,0.07
11959,Machine Head,PS,1996,Shooter,Eidos Interactive,0.04,0.03,0,0,0.07
12009,Tecmo's Deception,PS,1996,Role-Playing,Sunsoft,0.04,0.03,0,0,0.07
12062,Strike Point,PS,1996,Simulation,Elite,0.04,0.03,0,0,0.07
12182,The Final Round,PS,1996,Sports,Konami Digital Entertainment,0.04,0.03,0,0,0.07
12242,Speed Racer,PS,1996,Racing,Tomy Corporation,0.04,0.02,0,0,0.07
12502,NBA Hangtime,PS,1996,Sports,Midway Games,0.03,0.02,0,0,0.06
12635,Killing Zone,PS,1996,Fighting,Acclaim Entertainment,0.03,0.02,0,0,0.06
12766,Starwinder: The Ultimate Space Race,PS,1996,Racing,Mindscape,0.03,0.02,0,0,0.06
12811,Impact Racing,PS,1996,Racing,JVC,0.03,0.02,0,0,0.06
12846,Olympic Soccer: Atlanta 1996,PS,1996,Sports,U.S. Gold,0.03,0.02,0,0,0.05
13146,Chronicles of the Sword,PS,1996,Adventure,Psygnosis,0.03,0.02,0,0,0.05
13173,SD Gundam: Over Galaxian,PS,1996,Shooter,Namco Bandai Games,0,0,0.05,0,0.05
13282,VR Soccer '96,PS,1996,Sports,Gremlin Interactive Ltd,0.03,0.02,0,0,0.05
13352,Crusader: No Remorse,PS,1996,Adventure,Electronic Arts,0.03,0.02,0,0,0.05
13480,Assault Rigs,PS,1996,Action,Electronic Arts Victor,0.02,0.02,0,0,0.04
13500,Shin Fortune Quest: Sokutaku no Kishi,PS,1996,Misc,Media Works,0,0,0.04,0,0.04
13909,PO'ed,PS,1996,Shooter,Time Warner Interactive,0.02,0.01,0,0,0.04
13911,Adidas Power Soccer,PS,1996,Sports,Psygnosis,0.02,0.01,0,0,0.04
14031,True Pinball,PS,1996,Misc,Ocean,0.02,0.01,0,0,0.04
14192,Batman Forever: The Arcade Game,PS,1996,Action,Acclaim Entertainment,0.02,0.01,0,0,0.03
14219,3D Baseball,PS,1996,Sports,BMG Interactive Entertainment,0.02,0.01,0,0,0.03
14248,PowerSlave,PS,1996,Shooter,BMG Interactive Entertainment,0.02,0.01,0,0,0.03
14358,DragonHeart: Fire & Steel,PS,1996,Action,Acclaim Entertainment,0.02,0.01,0,0,0.03
14478,Lethal Enforcers I & II,PS,1996,Shooter,Konami Digital Entertainment,0.02,0.01,0,0,0.03
14521,BRAHMA Force: The Assault on Beltlogger 9,PS,1996,Shooter,JVC,0.02,0.01,0,0,0.03
14595,Grid Runner,PS,1996,Action,Virgin Interactive,0.02,0.01,0,0,0.03
14782,The Adventures of Lomax,PS,1996,Platform,Psygnosis,0.01,0.01,0,0,0.03
14877,Pitball,PS,1996,Sports,Time Warner Interactive,0.01,0.01,0,0,0.03
14905,War Gods,PS,1996,Fighting,GT Interactive,0.01,0.01,0,0,0.03
15304,Brain Dead 13,PS,1996,Adventure,Coconuts Japan,0.01,0.01,0,0,0.02
15651,Tail of the Sun,PS,1996,Role-Playing,ArtDink,0.01,0.01,0,0,0.02
15763,Discworld II: Mortality Bytes!,PS,1996,Adventure,Psygnosis,0.01,0.01,0,0,0.02
16229,Victory Spike,PS,1996,Sports,Imagineer,0,0,0.01,0,0.01
16376,Meru Purana,PS,1996,Strategy,Gust,0,0,0.01,0,0.01
318,Namco Museum Vol.1,PS,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84
416,Tekken,PS,1995,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24
463,Rayman,PS,1995,Platform,Ubisoft,1.54,1.33,0,0.16,3.03
952,Air Combat,PS,1995,Simulation,Sony Computer Entertainment,0.92,0.33,0.52,0.05,1.83
1190,Twisted Metal,PS,1995,Action,Sony Computer Entertainment,1.32,0.19,0,0.05,1.56
1556,Road Rash,PS,1995,Racing,Electronic Arts,0.71,0.48,0,0.08,1.27
1842,Arc the Lad,PS,1995,Role-Playing,Sony Computer Entertainment,0,0,1.1,0.01,1.11
1936,Ridge Racer Revolution,PS,1995,Racing,Sony Computer Entertainment,0.17,0.12,0.71,0.07,1.07
2070,Road & Track Presents: The Need for Speed,PS,1995,Racing,Electronic Arts,0.56,0.38,0,0.07,1
2304,Destruction Derby,PS,1995,Racing,Psygnosis,0.5,0.34,0,0.06,0.9
2378,Gex,PS,1995,Platform,Crystal Dynamics,0.49,0.33,0,0.06,0.87
2448,NFL GameDay,PS,1995,Sports,Sony Computer Entertainment,0.47,0.32,0,0.06,0.85
2696,Street Fighter Alpha: Warriors' Dreams,PS,1995,Fighting,Virgin Interactive,0.17,0.11,0.43,0.05,0.76
